Month, Avg. Players, Gain, % Gain, Peak Players, Game Name, Paradox?
June 2013, 0.0, +0.0, +NaN, 0, Europa Universalis IV, Yes
May 2013, 0.0, +0.0, +NaN, 0, Europa Universalis IV, Yes
April 2013, 0.0, -, , 0, Europa Universalis IV, Yes
March 2024, 2.4, +0.4, +17.56, 8, March of the Eagles, Yes
February 2024, 2.1, -1.1, -35.22, 10, March of the Eagles, Yes
January 2024, 3.2, -0.1, -4.25, 10, March of the Eagles, Yes
December 2023, 3.4, -0.4, -10.36, 11, March of the Eagles, Yes
November 2023, 3.7, +0.3, +9.99, 15, March of the Eagles, Yes
October 2023, 3.4, +0.0, +1.23, 12, March of the Eagles, Yes
September 2023, 3.4, -0.0, -0.87, 13, March of the Eagles, Yes
August 2023, 3.4, -0.2, -6.53, 9, March of the Eagles, Yes
July 2023, 3.6, +0.4, +13.47, 12, March of the Eagles, Yes
June 2023, 3.2, -3.5, -52.68, 9, March of the Eagles, Yes
May 2023, 6.8, +4.6, +219.90, 29, March of the Eagles, Yes
April 2023, 2.1, -1.7, -45.28, 10, March of the Eagles, Yes
March 2023, 3.9, +0.7, +20.71, 12, March of the Eagles, Yes
February 2023, 3.2, +0.5, +17.73, 11, March of the Eagles, Yes
January 2023, 2.7, -0.5, -15.37, 9, March of the Eagles, Yes
December 2022, 3.2, +0.6, +22.35, 10, March of the Eagles, Yes
November 2022, 2.6, +0.2, +9.51, 7, March of the Eagles, Yes
October 2022, 2.4, -0.3, -10.76, 10, March of the Eagles, Yes
September 2022, 2.7, -0.9, -25.97, 9, March of the Eagles, Yes
August 2022, 3.6, +0.2, +5.02, 12, March of the Eagles, Yes
July 2022, 3.5, +0.1, +3.34, 12, March of the Eagles, Yes
June 2022, 3.3, -0.0, -0.50, 10, March of the Eagles, Yes
May 2022, 3.4, +0.7, +27.74, 11, March of the Eagles, Yes
April 2022, 2.6, +0.3, +13.27, 9, March of the Eagles, Yes
March 2022, 2.3, -0.6, -19.61, 10, March of the Eagles, Yes
February 2022, 2.9, -0.4, -12.46, 9, March of the Eagles, Yes
January 2022, 3.3, -0.1, -3.67, 10, March of the Eagles, Yes
December 2021, 3.4, +0.2, +7.45, 11, March of the Eagles, Yes
November 2021, 3.2, -0.2, -7.07, 12, March of the Eagles, Yes
October 2021, 3.4, -0.8, -19.86, 11, March of the Eagles, Yes
September 2021, 4.3, +0.8, +24.87, 13, March of the Eagles, Yes
August 2021, 3.4, -0.7, -16.23, 12, March of the Eagles, Yes
July 2021, 4.1, -0.4, -8.07, 10, March of the Eagles, Yes
June 2021, 4.4, -1.6, -25.84, 20, March of the Eagles, Yes
May 2021, 6.0, +0.2, +2.75, 16, March of the Eagles, Yes
April 2021, 5.8, -1.2, -17.24, 14, March of the Eagles, Yes
March 2021, 7.0, +1.9, +36.16, 17, March of the Eagles, Yes
February 2021, 5.2, -0.6, -9.97, 14, March of the Eagles, Yes
January 2021, 5.7, +0.7, +13.48, 17, March of the Eagles, Yes
December 2020, 5.1, +0.4, +8.32, 16, March of the Eagles, Yes
November 2020, 4.7, +0.5, +12.79, 13, March of the Eagles, Yes
October 2020, 4.1, +0.2, +6.18, 12, March of the Eagles, Yes
September 2020, 3.9, +0.2, +4.33, 13, March of the Eagles, Yes
August 2020, 3.7, +0.4, +10.93, 9, March of the Eagles, Yes
July 2020, 3.4, -1.3, -28.13, 11, March of the Eagles, Yes
June 2020, 4.7, -1.3, -21.08, 19, March of the Eagles, Yes
May 2020, 6.0, +0.4, +6.52, 18, March of the Eagles, Yes
April 2020, 5.6, +1.3, +30.03, 19, March of the Eagles, Yes
March 2020, 4.3, +0.2, +5.27, 12, March of the Eagles, Yes
February 2020, 4.1, -1.0, -20.40, 12, March of the Eagles, Yes
January 2020, 5.1, -0.7, -12.56, 13, March of the Eagles, Yes
December 2019, 5.9, +1.4, +32.11, 16, March of the Eagles, Yes
November 2019, 4.4, -0.4, -8.99, 14, March of the Eagles, Yes
October 2019, 4.9, +0.7, +16.07, 14, March of the Eagles, Yes
September 2019, 4.2, -0.6, -12.96, 16, March of the Eagles, Yes
August 2019, 4.8, +0.4, +9.20, 13, March of the Eagles, Yes
July 2019, 4.4, +1.0, +28.71, 13, March of the Eagles, Yes
June 2019, 3.4, -0.8, -17.86, 11, March of the Eagles, Yes
May 2019, 4.2, -0.2, -5.07, 17, March of the Eagles, Yes
April 2019, 4.4, -0.3, -5.91, 14, March of the Eagles, Yes
March 2019, 4.7, -0.6, -11.45, 13, March of the Eagles, Yes
February 2019, 5.3, -0.4, -7.31, 15, March of the Eagles, Yes
January 2019, 5.7, -1.0, -14.93, 19, March of the Eagles, Yes
December 2018, 6.7, -0.3, -4.42, 16, March of the Eagles, Yes
November 2018, 7.0, +0.2, +2.48, 20, March of the Eagles, Yes
October 2018, 6.8, +0.1, +2.11, 23, March of the Eagles, Yes
September 2018, 6.7, +0.6, +10.36, 21, March of the Eagles, Yes
August 2018, 6.1, -0.5, -7.08, 16, March of the Eagles, Yes
July 2018, 6.5, +1.1, +19.78, 16, March of the Eagles, Yes
June 2018, 5.5, +0.5, +10.24, 17, March of the Eagles, Yes
May 2018, 4.9, -0.0, -0.46, 15, March of the Eagles, Yes
April 2018, 5.0, +1.0, +24.79, 16, March of the Eagles, Yes
March 2018, 4.0, -1.1, -22.19, 14, March of the Eagles, Yes
February 2018, 5.1, -0.7, -11.21, 15, March of the Eagles, Yes
January 2018, 5.8, +0.8, +15.46, 17, March of the Eagles, Yes
December 2017, 5.0, -0.1, -2.17, 13, March of the Eagles, Yes
November 2017, 5.1, +0.9, +22.12, 16, March of the Eagles, Yes
October 2017, 4.2, +0.6, +18.04, 15, March of the Eagles, Yes
September 2017, 3.5, -1.7, -32.32, 11, March of the Eagles, Yes
August 2017, 5.2, +1.3, +34.46, 14, March of the Eagles, Yes
July 2017, 3.9, +0.4, +11.50, 15, March of the Eagles, Yes
June 2017, 3.5, -1.8, -34.24, 11, March of the Eagles, Yes
May 2017, 5.3, -1.0, -16.22, 16, March of the Eagles, Yes
April 2017, 6.3, +1.1, +20.12, 24, March of the Eagles, Yes
March 2017, 5.3, +0.5, +11.40, 15, March of the Eagles, Yes
February 2017, 4.7, +0.2, +4.59, 15, March of the Eagles, Yes
January 2017, 4.5, -0.8, -15.51, 15, March of the Eagles, Yes
December 2016, 5.3, +1.1, +27.50, 13, March of the Eagles, Yes
November 2016, 4.2, -1.1, -20.25, 15, March of the Eagles, Yes
October 2016, 5.3, -0.5, -9.18, 16, March of the Eagles, Yes
September 2016, 5.8, +1.7, +40.76, 22, March of the Eagles, Yes
August 2016, 4.1, +0.5, +13.36, 12, March of the Eagles, Yes
July 2016, 3.6, -1.7, -31.84, 14, March of the Eagles, Yes
June 2016, 5.3, -0.8, -13.41, 18, March of the Eagles, Yes
May 2016, 6.2, -0.5, -6.88, 17, March of the Eagles, Yes
April 2016, 6.6, -1.7, -20.70, 16, March of the Eagles, Yes
March 2016, 8.3, +1.6, +24.73, 20, March of the Eagles, Yes
February 2016, 6.7, -1.1, -13.55, 22, March of the Eagles, Yes
January 2016, 7.7, +0.8, +11.68, 24, March of the Eagles, Yes
December 2015, 6.9, +0.8, +13.42, 22, March of the Eagles, Yes
November 2015, 6.1, -2.5, -29.09, 22, March of the Eagles, Yes
October 2015, 8.6, +1.0, +13.52, 36, March of the Eagles, Yes
September 2015, 7.6, +0.5, +7.53, 22, March of the Eagles, Yes
August 2015, 7.0, -2.1, -22.86, 21, March of the Eagles, Yes
July 2015, 9.1, -1.7, -15.57, 26, March of the Eagles, Yes
June 2015, 10.8, +2.9, +37.33, 32, March of the Eagles, Yes
May 2015, 7.9, +0.3, +4.43, 22, March of the Eagles, Yes
April 2015, 7.5, -1.1, -12.92, 25, March of the Eagles, Yes
March 2015, 8.7, -1.9, -17.67, 24, March of the Eagles, Yes
February 2015, 10.5, -0.9, -7.98, 28, March of the Eagles, Yes
January 2015, 11.4, -6.4, -35.79, 28, March of the Eagles, Yes
December 2014, 17.8, +7.8, +77.99, 54, March of the Eagles, Yes
November 2014, 10.0, -1.7, -14.34, 28, March of the Eagles, Yes
October 2014, 11.7, -0.2, -1.66, 31, March of the Eagles, Yes
September 2014, 11.9, -0.1, -0.79, 44, March of the Eagles, Yes
August 2014, 12.0, +0.8, +6.98, 42, March of the Eagles, Yes
July 2014, 11.2, +0.1, +0.94, 26, March of the Eagles, Yes
June 2014, 11.1, +0.5, +4.47, 26, March of the Eagles, Yes
May 2014, 10.6, -3.0, -22.09, 28, March of the Eagles, Yes
April 2014, 13.6, +0.5, +3.61, 40, March of the Eagles, Yes
March 2014, 13.2, +1.1, +8.80, 38, March of the Eagles, Yes
February 2014, 12.1, -1.9, -13.78, 29, March of the Eagles, Yes
January 2014, 14.0, -1.4, -9.07, 36, March of the Eagles, Yes
December 2013, 15.4, +1.5, +10.42, 40, March of the Eagles, Yes
November 2013, 14.0, -0.5, -3.36, 33, March of the Eagles, Yes
October 2013, 14.5, -1.7, -10.29, 33, March of the Eagles, Yes
September 2013, 16.1, -4.5, -21.91, 59, March of the Eagles, Yes
August 2013, 20.6, -7.0, -25.34, 49, March of the Eagles, Yes
July 2013, 27.6, -12.2, -30.61, 66, March of the Eagles, Yes
June 2013, 39.8, -8.8, -18.03, 167, March of the Eagles, Yes
May 2013, 48.6, +0.2, +0.44, 190, March of the Eagles, Yes
April 2013, 48.4, -50.1, -50.89, 111, March of the Eagles, Yes
March 2013, 98.5, -14.3, -12.70, 320, March of the Eagles, Yes
February 2013, 112.9, +112.9, +2799079.70, 1258, March of the Eagles, Yes
January 2013, 0.0, +0.0, +Inf, 1, March of the Eagles, Yes
December 2012, 0.0, -, , 0, March of the Eagles, Yes
March 2024, 6390.9, +693.2, +12.17, 11541, Victoria 3, Yes
February 2024, 5697.8, -943.6, -14.21, 9147, Victoria 3, Yes
January 2024, 6641.4, -1345.3, -16.84, 10995, Victoria 3, Yes
December 2023, 7986.7, -543.9, -6.38, 15137, Victoria 3, Yes
November 2023, 8530.6, +3752.1, +78.52, 27701, Victoria 3, Yes
October 2023, 4778.5, +150.9, +3.26, 8954, Victoria 3, Yes
September 2023, 4627.6, +212.9, +4.82, 8337, Victoria 3, Yes
August 2023, 4414.7, -392.4, -8.16, 7402, Victoria 3, Yes
July 2023, 4807.1, +191.2, +4.14, 7645, Victoria 3, Yes
June 2023, 4615.8, -259.5, -5.32, 8414, Victoria 3, Yes
May 2023, 4875.4, -552.4, -10.18, 10460, Victoria 3, Yes
April 2023, 5427.8, -693.3, -11.33, 10717, Victoria 3, Yes
March 2023, 6121.1, +918.1, +17.65, 11647, Victoria 3, Yes
February 2023, 5202.9, -1748.4, -25.15, 8669, Victoria 3, Yes
January 2023, 6951.3, -3022.2, -30.30, 11546, Victoria 3, Yes
December 2022, 9973.5, -10335.0, -50.89, 17363, Victoria 3, Yes
November 2022, 20308.5, -26953.8, -57.03, 47437, Victoria 3, Yes
October 2022, 47262.3, -, , 69663, Victoria 3, Yes
March 2024, 547.4, -5.1, -0.93, 1109, Victoria II, Yes
February 2024, 552.5, -73.2, -11.70, 1132, Victoria II, Yes
January 2024, 625.7, -12.8, -2.00, 1206, Victoria II, Yes
December 2023, 638.5, +66.2, +11.56, 1084, Victoria II, Yes
November 2023, 572.3, -7.3, -1.26, 1130, Victoria II, Yes
October 2023, 579.6, -18.2, -3.04, 1151, Victoria II, Yes
September 2023, 597.9, -7.0, -1.16, 1169, Victoria II, Yes
August 2023, 604.9, -41.2, -6.38, 1061, Victoria II, Yes
July 2023, 646.1, +47.1, +7.87, 1116, Victoria II, Yes
June 2023, 599.0, -5.5, -0.92, 1127, Victoria II, Yes
May 2023, 604.5, -42.6, -6.59, 1183, Victoria II, Yes
April 2023, 647.1, +29.7, +4.82, 1211, Victoria II, Yes
March 2023, 617.4, +30.1, +5.12, 1233, Victoria II, Yes
February 2023, 587.3, -36.3, -5.81, 1125, Victoria II, Yes
January 2023, 623.6, -64.9, -9.42, 1098, Victoria II, Yes
December 2022, 688.5, -198.6, -22.39, 1295, Victoria II, Yes
November 2022, 887.0, -209.4, -19.10, 1927, Victoria II, Yes
October 2022, 1096.5, -7.6, -0.68, 2345, Victoria II, Yes
September 2022, 1104.0, -8.3, -0.74, 2271, Victoria II, Yes
August 2022, 1112.3, -39.7, -3.44, 1942, Victoria II, Yes
July 2022, 1152.0, +11.9, +1.05, 1950, Victoria II, Yes
June 2022, 1140.0, -50.4, -4.23, 2092, Victoria II, Yes
May 2022, 1190.4, -4.5, -0.38, 2208, Victoria II, Yes
April 2022, 1194.9, +128.2, +12.02, 2160, Victoria II, Yes
March 2022, 1066.7, -57.9, -5.15, 2044, Victoria II, Yes
February 2022, 1124.6, -132.0, -10.51, 2131, Victoria II, Yes
January 2022, 1256.6, +106.1, +9.22, 2264, Victoria II, Yes
December 2021, 1150.5, +152.4, +15.27, 1923, Victoria II, Yes
November 2021, 998.2, -71.3, -6.66, 1922, Victoria II, Yes
October 2021, 1069.4, +67.5, +6.74, 1890, Victoria II, Yes
September 2021, 1001.9, -68.1, -6.36, 1827, Victoria II, Yes
August 2021, 1070.0, -192.3, -15.23, 1771, Victoria II, Yes
July 2021, 1262.3, -303.1, -19.36, 2172, Victoria II, Yes
June 2021, 1565.4, +188.3, +13.67, 2670, Victoria II, Yes
May 2021, 1377.0, +206.0, +17.59, 3367, Victoria II, Yes
April 2021, 1171.0, +151.2, +14.82, 2190, Victoria II, Yes
March 2021, 1019.9, -55.6, -5.17, 1854, Victoria II, Yes
February 2021, 1075.5, -98.9, -8.42, 1969, Victoria II, Yes
January 2021, 1174.4, -5.6, -0.47, 2276, Victoria II, Yes
December 2020, 1180.0, +209.7, +21.61, 2122, Victoria II, Yes
November 2020, 970.3, +77.8, +8.72, 1726, Victoria II, Yes
October 2020, 892.5, +139.4, +18.51, 1588, Victoria II, Yes
September 2020, 753.1, -164.8, -17.95, 1420, Victoria II, Yes
August 2020, 917.9, +15.8, +1.75, 1556, Victoria II, Yes
July 2020, 902.0, +25.9, +2.95, 1459, Victoria II, Yes
June 2020, 876.2, -303.3, -25.71, 1542, Victoria II, Yes
May 2020, 1179.5, +107.0, +9.97, 2174, Victoria II, Yes
April 2020, 1072.5, +15.2, +1.44, 1944, Victoria II, Yes
March 2020, 1057.3, +285.7, +37.03, 2090, Victoria II, Yes
February 2020, 771.6, -1.0, -0.13, 1511, Victoria II, Yes
January 2020, 772.6, -27.7, -3.46, 1460, Victoria II, Yes
December 2019, 800.2, +34.7, +4.53, 1504, Victoria II, Yes
November 2019, 765.5, -131.2, -14.63, 1557, Victoria II, Yes
October 2019, 896.8, +44.5, +5.22, 1926, Victoria II, Yes
September 2019, 852.3, +165.3, +24.07, 1711, Victoria II, Yes
August 2019, 686.9, +6.6, +0.97, 1285, Victoria II, Yes
July 2019, 680.3, -21.2, -3.02, 1177, Victoria II, Yes
June 2019, 701.5, +92.5, +15.19, 1292, Victoria II, Yes
May 2019, 609.0, -19.2, -3.06, 1089, Victoria II, Yes
April 2019, 628.2, -48.8, -7.21, 1138, Victoria II, Yes
March 2019, 677.0, -154.1, -18.54, 1233, Victoria II, Yes
February 2019, 831.1, +44.6, +5.67, 1556, Victoria II, Yes
January 2019, 786.5, -48.7, -5.83, 1476, Victoria II, Yes
December 2018, 835.2, +64.4, +8.36, 1696, Victoria II, Yes
November 2018, 770.8, -30.0, -3.74, 1466, Victoria II, Yes
October 2018, 800.7, +116.4, +17.00, 1625, Victoria II, Yes
September 2018, 684.4, +22.3, +3.36, 1451, Victoria II, Yes
August 2018, 662.1, +14.7, +2.27, 1296, Victoria II, Yes
July 2018, 647.4, +59.1, +10.05, 1147, Victoria II, Yes
June 2018, 588.3, +27.7, +4.94, 1122, Victoria II, Yes
May 2018, 560.6, +5.4, +0.97, 1145, Victoria II, Yes
April 2018, 555.1, +3.2, +0.58, 1018, Victoria II, Yes
March 2018, 552.0, -32.8, -5.62, 1009, Victoria II, Yes
February 2018, 584.8, +25.7, +4.60, 1174, Victoria II, Yes
January 2018, 559.1, +22.3, +4.15, 1004, Victoria II, Yes
December 2017, 536.8, -55.3, -9.33, 979, Victoria II, Yes
November 2017, 592.1, -19.6, -3.21, 1172, Victoria II, Yes
October 2017, 611.7, +93.5, +18.04, 1233, Victoria II, Yes
September 2017, 518.2, -15.8, -2.95, 953, Victoria II, Yes
August 2017, 534.0, -46.0, -7.94, 913, Victoria II, Yes
July 2017, 580.0, +53.5, +10.16, 1000, Victoria II, Yes
June 2017, 526.5, +24.9, +4.95, 932, Victoria II, Yes
May 2017, 501.7, -48.5, -8.81, 926, Victoria II, Yes
April 2017, 550.2, +20.7, +3.91, 1037, Victoria II, Yes
March 2017, 529.5, -73.6, -12.20, 1038, Victoria II, Yes
February 2017, 603.1, +18.0, +3.08, 1155, Victoria II, Yes
January 2017, 585.1, +67.5, +13.04, 1089, Victoria II, Yes
December 2016, 517.6, +46.9, +9.97, 1056, Victoria II, Yes
November 2016, 470.6, +26.7, +6.02, 886, Victoria II, Yes
October 2016, 443.9, -76.0, -14.62, 908, Victoria II, Yes
September 2016, 519.9, +47.5, +10.06, 1051, Victoria II, Yes
August 2016, 472.4, -38.3, -7.50, 815, Victoria II, Yes
July 2016, 510.7, +70.7, +16.08, 925, Victoria II, Yes
June 2016, 440.0, -55.8, -11.26, 884, Victoria II, Yes
May 2016, 495.8, -130.7, -20.86, 1094, Victoria II, Yes
April 2016, 626.5, +41.0, +7.00, 1483, Victoria II, Yes
March 2016, 585.5, -14.2, -2.37, 1135, Victoria II, Yes
February 2016, 599.7, -46.5, -7.19, 1138, Victoria II, Yes
January 2016, 646.1, +104.6, +19.31, 1258, Victoria II, Yes
December 2015, 541.6, -66.0, -10.86, 1048, Victoria II, Yes
November 2015, 607.6, -21.7, -3.44, 1417, Victoria II, Yes
October 2015, 629.2, +157.9, +33.51, 1378, Victoria II, Yes
September 2015, 471.3, -90.1, -16.05, 881, Victoria II, Yes
August 2015, 561.4, +26.1, +4.87, 1061, Victoria II, Yes
July 2015, 535.3, +17.8, +3.44, 951, Victoria II, Yes
June 2015, 517.5, +2.7, +0.53, 978, Victoria II, Yes
May 2015, 514.8, +48.8, +10.48, 1001, Victoria II, Yes
April 2015, 466.0, -26.9, -5.45, 897, Victoria II, Yes
March 2015, 492.8, -48.1, -8.90, 975, Victoria II, Yes
February 2015, 541.0, +74.6, +16.00, 1083, Victoria II, Yes
January 2015, 466.4, +38.7, +9.04, 939, Victoria II, Yes
December 2014, 427.7, +43.9, +11.44, 895, Victoria II, Yes
November 2014, 383.8, -180.9, -32.04, 767, Victoria II, Yes
October 2014, 564.7, +86.2, +18.01, 1640, Victoria II, Yes
September 2014, 478.6, +54.8, +12.92, 1026, Victoria II, Yes
August 2014, 423.8, +42.3, +11.10, 775, Victoria II, Yes
July 2014, 381.5, +37.3, +10.84, 636, Victoria II, Yes
June 2014, 344.2, +0.7, +0.19, 642, Victoria II, Yes
May 2014, 343.5, +37.1, +12.10, 657, Victoria II, Yes
April 2014, 306.4, -57.1, -15.72, 614, Victoria II, Yes
March 2014, 363.6, +79.7, +28.07, 794, Victoria II, Yes
February 2014, 283.9, +8.5, +3.09, 572, Victoria II, Yes
January 2014, 275.4, +34.4, +14.28, 568, Victoria II, Yes
December 2013, 240.9, -4.2, -1.71, 462, Victoria II, Yes
November 2013, 245.1, -64.7, -20.88, 480, Victoria II, Yes
October 2013, 309.8, +128.4, +70.77, 751, Victoria II, Yes
September 2013, 181.4, -44.9, -19.83, 491, Victoria II, Yes
August 2013, 226.3, -71.5, -24.00, 470, Victoria II, Yes
July 2013, 297.8, -38.5, -11.44, 564, Victoria II, Yes
June 2013, 336.2, -39.7, -10.55, 875, Victoria II, Yes
May 2013, 375.9, -54.9, -12.73, 793, Victoria II, Yes
April 2013, 430.7, +217.5, +101.98, 1359, Victoria II, Yes
March 2013, 213.3, -10.0, -4.46, 423, Victoria II, Yes
February 2013, 223.2, +15.8, +7.64, 443, Victoria II, Yes
January 2013, 207.4, +19.3, +10.27, 396, Victoria II, Yes
December 2012, 188.0, +24.9, +15.30, 370, Victoria II, Yes
November 2012, 163.1, +22.9, +16.30, 322, Victoria II, Yes
October 2012, 140.2, -12.6, -8.27, 286, Victoria II, Yes
September 2012, 152.9, -0.2, -0.16, 300, Victoria II, Yes
August 2012, 153.1, +14.9, +10.76, 275, Victoria II, Yes
July 2012, 138.2, -, , 232, Victoria II, Yes
March 2024, 35261.2, +1932.2, +5.80, 65944, Hearts Of Iron IV, Yes
February 2024, 33329.1, -290.4, -0.86, 56870, Hearts Of Iron IV, Yes
January 2024, 33619.4, +1310.8, +4.06, 56874, Hearts Of Iron IV, Yes
December 2023, 32308.6, +2018.7, +6.66, 56234, Hearts Of Iron IV, Yes
November 2023, 30290.0, -4928.5, -13.99, 57152, Hearts Of Iron IV, Yes
October 2023, 35218.4, +4486.0, +14.60, 78086, Hearts Of Iron IV, Yes
September 2023, 30732.4, -1848.4, -5.67, 57214, Hearts Of Iron IV, Yes
August 2023, 32580.8, -1114.3, -3.31, 50123, Hearts Of Iron IV, Yes
July 2023, 33695.1, +2515.7, +8.07, 50431, Hearts Of Iron IV, Yes
June 2023, 31179.4, +1135.1, +3.78, 51159, Hearts Of Iron IV, Yes
May 2023, 30044.3, -309.2, -1.02, 53303, Hearts Of Iron IV, Yes
April 2023, 30353.5, +1433.4, +4.96, 54050, Hearts Of Iron IV, Yes
March 2023, 28920.1, -1339.3, -4.43, 52687, Hearts Of Iron IV, Yes
February 2023, 30259.4, +513.1, +1.73, 51686, Hearts Of Iron IV, Yes
January 2023, 29746.3, +2981.8, +11.14, 48063, Hearts Of Iron IV, Yes
December 2022, 26764.5, +2156.5, +8.76, 44222, Hearts Of Iron IV, Yes
November 2022, 24607.9, -6214.0, -20.16, 44394, Hearts Of Iron IV, Yes
October 2022, 30821.9, +2035.3, +7.07, 70836, Hearts Of Iron IV, Yes
September 2022, 28786.7, -1413.5, -4.68, 63770, Hearts Of Iron IV, Yes
August 2022, 30200.1, -878.1, -2.83, 44789, Hearts Of Iron IV, Yes
July 2022, 31078.3, +1446.8, +4.88, 44581, Hearts Of Iron IV, Yes
June 2022, 29631.4, +71.4, +0.24, 46402, Hearts Of Iron IV, Yes
May 2022, 29560.0, -2119.0, -6.69, 51155, Hearts Of Iron IV, Yes
April 2022, 31679.0, -1108.3, -3.38, 56643, Hearts Of Iron IV, Yes
March 2022, 32787.3, +3274.3, +11.09, 57694, Hearts Of Iron IV, Yes
February 2022, 29513.0, -1075.5, -3.52, 51051, Hearts Of Iron IV, Yes
January 2022, 30588.5, +543.2, +1.81, 48715, Hearts Of Iron IV, Yes
December 2021, 30045.3, +1073.0, +3.70, 54975, Hearts Of Iron IV, Yes
November 2021, 28972.3, +3929.3, +15.69, 68019, Hearts Of Iron IV, Yes
October 2021, 25043.0, -186.8, -0.74, 44911, Hearts Of Iron IV, Yes
September 2021, 25229.8, -2198.1, -8.01, 49799, Hearts Of Iron IV, Yes
August 2021, 27427.9, +1738.6, +6.77, 40192, Hearts Of Iron IV, Yes
July 2021, 25689.3, +604.8, +2.41, 37682, Hearts Of Iron IV, Yes
June 2021, 25084.5, -858.5, -3.31, 38987, Hearts Of Iron IV, Yes
May 2021, 25942.9, +1675.4, +6.90, 44939, Hearts Of Iron IV, Yes
April 2021, 24267.5, +293.6, +1.22, 39040, Hearts Of Iron IV, Yes
March 2021, 23973.9, -502.8, -2.05, 41869, Hearts Of Iron IV, Yes
February 2021, 24476.7, -344.0, -1.39, 38222, Hearts Of Iron IV, Yes
January 2021, 24820.7, +2069.9, +9.10, 38745, Hearts Of Iron IV, Yes
December 2020, 22750.7, -571.1, -2.45, 36406, Hearts Of Iron IV, Yes
November 2020, 23321.8, +2101.0, +9.90, 38790, Hearts Of Iron IV, Yes
October 2020, 21220.8, +3242.8, +18.04, 37173, Hearts Of Iron IV, Yes
September 2020, 17977.9, -3772.7, -17.35, 32124, Hearts Of Iron IV, Yes
August 2020, 21750.7, -722.7, -3.22, 32368, Hearts Of Iron IV, Yes
July 2020, 22473.3, +2093.0, +10.27, 32840, Hearts Of Iron IV, Yes
June 2020, 20380.3, -29.2, -0.14, 32549, Hearts Of Iron IV, Yes
May 2020, 20409.5, +564.0, +2.84, 31931, Hearts Of Iron IV, Yes
April 2020, 19845.5, -1851.9, -8.54, 29769, Hearts Of Iron IV, Yes
March 2020, 21697.4, +1648.9, +8.22, 42745, Hearts Of Iron IV, Yes
February 2020, 20048.5, +2370.2, +13.41, 46234, Hearts Of Iron IV, Yes
January 2020, 17678.2, +1463.5, +9.03, 30319, Hearts Of Iron IV, Yes
December 2019, 16214.8, +637.3, +4.09, 28404, Hearts Of Iron IV, Yes
November 2019, 15577.4, +512.6, +3.40, 27610, Hearts Of Iron IV, Yes
October 2019, 15064.8, +151.2, +1.01, 29449, Hearts Of Iron IV, Yes
September 2019, 14913.6, -847.1, -5.37, 26007, Hearts Of Iron IV, Yes
August 2019, 15760.7, -199.7, -1.25, 24715, Hearts Of Iron IV, Yes
July 2019, 15960.4, -203.0, -1.26, 24593, Hearts Of Iron IV, Yes
June 2019, 16163.4, +3077.0, +23.51, 26106, Hearts Of Iron IV, Yes
May 2019, 13086.3, -1279.1, -8.90, 23173, Hearts Of Iron IV, Yes
April 2019, 14365.4, -5784.3, -28.71, 26950, Hearts Of Iron IV, Yes
March 2019, 20149.7, +4170.6, +26.10, 46806, Hearts Of Iron IV, Yes
February 2019, 15979.1, +881.9, +5.84, 43178, Hearts Of Iron IV, Yes
January 2019, 15097.2, +1462.2, +10.72, 27330, Hearts Of Iron IV, Yes
December 2018, 13635.0, +713.7, +5.52, 24176, Hearts Of Iron IV, Yes
November 2018, 12921.4, +326.0, +2.59, 24535, Hearts Of Iron IV, Yes
October 2018, 12595.4, -1027.0, -7.54, 24488, Hearts Of Iron IV, Yes
September 2018, 13622.4, -84.1, -0.61, 24685, Hearts Of Iron IV, Yes
August 2018, 13706.5, -1342.6, -8.92, 22242, Hearts Of Iron IV, Yes
July 2018, 15049.2, +1203.0, +8.69, 23800, Hearts Of Iron IV, Yes
June 2018, 13846.2, +753.0, +5.75, 22219, Hearts Of Iron IV, Yes
May 2018, 13093.2, -680.5, -4.94, 25140, Hearts Of Iron IV, Yes
April 2018, 13773.7, -2201.2, -13.78, 25933, Hearts Of Iron IV, Yes
March 2018, 15974.9, +4491.5, +39.11, 37055, Hearts Of Iron IV, Yes
February 2018, 11483.4, -186.9, -1.60, 21269, Hearts Of Iron IV, Yes
January 2018, 11670.3, +494.8, +4.43, 20923, Hearts Of Iron IV, Yes
December 2017, 11175.5, +704.7, +6.73, 19905, Hearts Of Iron IV, Yes
November 2017, 10470.9, +756.1, +7.78, 19202, Hearts Of Iron IV, Yes
October 2017, 9714.7, +164.5, +1.72, 18747, Hearts Of Iron IV, Yes
September 2017, 9550.2, +223.9, +2.40, 20215, Hearts Of Iron IV, Yes
August 2017, 9326.4, -684.5, -6.84, 15518, Hearts Of Iron IV, Yes
July 2017, 10010.8, -166.5, -1.64, 16566, Hearts Of Iron IV, Yes
June 2017, 10177.3, +2195.4, +27.51, 20160, Hearts Of Iron IV, Yes
May 2017, 7981.9, -207.6, -2.54, 14373, Hearts Of Iron IV, Yes
April 2017, 8189.5, +1014.6, +14.14, 14022, Hearts Of Iron IV, Yes
March 2017, 7174.9, +352.4, +5.16, 14404, Hearts Of Iron IV, Yes
February 2017, 6822.5, -795.1, -10.44, 12256, Hearts Of Iron IV, Yes
January 2017, 7617.7, +943.0, +14.13, 13321, Hearts Of Iron IV, Yes
December 2016, 6674.7, +1693.5, +34.00, 13690, Hearts Of Iron IV, Yes
