Month, Avg. Players, Gain, % Gain, Peak Players, Game Name, Paradox?
December 2020, 5941.6, +482.3, +8.83, 13617, Total War: Three Kingdoms, No
November 2020, 5459.3, -1544.0, -22.05, 10478, Total War: Three Kingdoms, No
October 2020, 7003.2, -2696.9, -27.80, 13241, Total War: Three Kingdoms, No
September 2020, 9700.1, +2704.5, +38.66, 21172, Total War: Three Kingdoms, No
August 2020, 6995.6, +138.2, +2.02, 13688, Total War: Three Kingdoms, No
July 2020, 6857.4, +175.2, +2.62, 12918, Total War: Three Kingdoms, No
June 2020, 6682.2, -1140.2, -14.58, 11849, Total War: Three Kingdoms, No
May 2020, 7822.5, -1978.0, -20.18, 13560, Total War: Three Kingdoms, No
April 2020, 9800.5, -2581.8, -20.85, 28411, Total War: Three Kingdoms, No
March 2020, 12382.3, -98.8, -0.79, 30076, Total War: Three Kingdoms, No
February 2020, 12481.1, +930.1, +8.05, 24579, Total War: Three Kingdoms, No
January 2020, 11551.0, +5082.4, +78.57, 25441, Total War: Three Kingdoms, No
December 2019, 6468.6, +1148.6, +21.59, 14000, Total War: Three Kingdoms, No
November 2019, 5320.0, -827.5, -13.46, 10194, Total War: Three Kingdoms, No
October 2019, 6147.5, -1626.9, -20.93, 12312, Total War: Three Kingdoms, No
September 2019, 7774.4, -4950.9, -38.91, 15935, Total War: Three Kingdoms, No
August 2019, 12725.3, -9390.0, -42.46, 32476, Total War: Three Kingdoms, No
July 2019, 22115.3, -24144.6, -52.19, 50764, Total War: Three Kingdoms, No
June 2019, 46259.9, -56459.1, -54.96, 119246, Total War: Three Kingdoms, No
May 2019, 102719.1, +102719.0, +162296033.94, 191816, Total War: Three Kingdoms, No
March 2018, 0.1, -, , 1, Total War: Three Kingdoms, No
March 2024, 191.7, -7.4, -3.72, 370, Total War Saga: Troy, No
February 2024, 199.1, -49.0, -19.75, 371, Total War Saga: Troy, No
January 2024, 248.0, +19.3, +8.42, 472, Total War Saga: Troy, No
December 2023, 228.8, +2.6, +1.17, 463, Total War Saga: Troy, No
November 2023, 226.1, -55.6, -19.74, 475, Total War Saga: Troy, No
October 2023, 281.7, +5.8, +2.10, 510, Total War Saga: Troy, No
September 2023, 275.9, -15.9, -5.45, 561, Total War Saga: Troy, No
August 2023, 291.8, -171.3, -36.99, 562, Total War Saga: Troy, No
July 2023, 463.1, +183.2, +65.44, 790, Total War Saga: Troy, No
June 2023, 279.9, +60.1, +27.36, 553, Total War Saga: Troy, No
May 2023, 219.8, -21.7, -8.98, 474, Total War Saga: Troy, No
April 2023, 241.5, -31.9, -11.67, 515, Total War Saga: Troy, No
March 2023, 273.4, +51.9, +23.43, 637, Total War Saga: Troy, No
February 2023, 221.5, -123.5, -35.80, 401, Total War Saga: Troy, No
January 2023, 345.0, +43.7, +14.50, 698, Total War Saga: Troy, No
December 2022, 301.3, +101.0, +50.39, 633, Total War Saga: Troy, No
November 2022, 200.3, -50.8, -20.22, 399, Total War Saga: Troy, No
October 2022, 251.1, +55.0, +28.05, 513, Total War Saga: Troy, No
September 2022, 196.1, -36.9, -15.82, 345, Total War Saga: Troy, No
August 2022, 233.0, -74.3, -24.19, 403, Total War Saga: Troy, No
July 2022, 307.3, +58.4, +23.48, 529, Total War Saga: Troy, No
June 2022, 248.8, -40.6, -14.02, 426, Total War Saga: Troy, No
May 2022, 289.4, +52.4, +22.09, 691, Total War Saga: Troy, No
April 2022, 237.1, -7.4, -3.01, 406, Total War Saga: Troy, No
March 2022, 244.4, -135.5, -35.66, 437, Total War Saga: Troy, No
February 2022, 379.9, -236.3, -38.35, 765, Total War Saga: Troy, No
January 2022, 616.3, -116.1, -15.85, 1242, Total War Saga: Troy, No
December 2021, 732.4, +272.4, +59.21, 1220, Total War Saga: Troy, No
November 2021, 460.0, -267.9, -36.80, 794, Total War Saga: Troy, No
October 2021, 727.9, -1216.6, -62.57, 1712, Total War Saga: Troy, No
September 2021, 1944.5, -, , 4638, Total War Saga: Troy, No
March 2024, 434.3, -86.2, -16.56, 883, Total War: PHARAOH, No
February 2024, 520.5, -39.1, -6.99, 1174, Total War: PHARAOH, No
January 2024, 559.6, +103.7, +22.74, 1415, Total War: PHARAOH, No
December 2023, 455.9, -188.2, -29.22, 891, Total War: PHARAOH, No
November 2023, 644.1, -1216.5, -65.38, 1603, Total War: PHARAOH, No
October 2023, 1860.7, -, , 4858, Total War: PHARAOH, No
March 2024, 14917.1, -132.8, -0.88, 23075, Civilization V, No
February 2024, 15049.8, -597.2, -3.82, 23273, Civilization V, No
January 2024, 15647.0, +258.4, +1.68, 23733, Civilization V, No
December 2023, 15388.6, +387.6, +2.58, 22874, Civilization V, No
November 2023, 15001.0, +350.7, +2.39, 22633, Civilization V, No
October 2023, 14650.4, +886.5, +6.44, 22219, Civilization V, No
September 2023, 13763.8, -511.5, -3.58, 20446, Civilization V, No
August 2023, 14275.3, -505.7, -3.42, 21182, Civilization V, No
July 2023, 14781.0, +241.5, +1.66, 21503, Civilization V, No
June 2023, 14539.5, -39.4, -0.27, 21747, Civilization V, No
May 2023, 14578.9, -794.1, -5.17, 21998, Civilization V, No
April 2023, 15373.1, +39.8, +0.26, 23268, Civilization V, No
March 2023, 15333.3, -592.6, -3.72, 24265, Civilization V, No
February 2023, 15925.9, -525.9, -3.20, 24489, Civilization V, No
January 2023, 16451.7, -146.4, -0.88, 24559, Civilization V, No
December 2022, 16598.1, +411.1, +2.54, 23924, Civilization V, No
November 2022, 16187.1, +395.0, +2.50, 24302, Civilization V, No
October 2022, 15792.0, +420.5, +2.74, 23544, Civilization V, No
September 2022, 15371.5, -299.9, -1.91, 23204, Civilization V, No
August 2022, 15671.4, -342.8, -2.14, 23137, Civilization V, No
July 2022, 16014.2, +584.7, +3.79, 23225, Civilization V, No
June 2022, 15429.5, -658.7, -4.09, 23336, Civilization V, No
May 2022, 16088.2, -1045.9, -6.10, 24490, Civilization V, No
April 2022, 17134.1, -635.4, -3.58, 27159, Civilization V, No
March 2022, 17769.5, +1002.5, +5.98, 28089, Civilization V, No
February 2022, 16767.0, -715.2, -4.09, 26362, Civilization V, No
January 2022, 17482.1, +1135.8, +6.95, 26440, Civilization V, No
December 2021, 16346.3, +530.7, +3.36, 23558, Civilization V, No
November 2021, 15815.6, +48.6, +0.31, 23605, Civilization V, No
October 2021, 15767.0, -434.9, -2.68, 23439, Civilization V, No
September 2021, 16202.0, -732.9, -4.33, 23945, Civilization V, No
August 2021, 16934.8, +998.8, +6.27, 25305, Civilization V, No
July 2021, 15936.1, -21.0, -0.13, 22945, Civilization V, No
June 2021, 15957.0, -1320.8, -7.64, 23696, Civilization V, No
May 2021, 17277.8, -495.7, -2.79, 25968, Civilization V, No
April 2021, 17773.5, +265.3, +1.52, 27026, Civilization V, No
March 2021, 17508.2, -1112.8, -5.98, 27158, Civilization V, No
February 2021, 18621.0, -1034.2, -5.26, 29459, Civilization V, No
January 2021, 19655.3, +502.9, +2.63, 31565, Civilization V, No
December 2020, 19152.4, +496.9, +2.66, 30135, Civilization V, No
November 2020, 18655.5, +1006.2, +5.70, 28367, Civilization V, No
October 2020, 17649.3, +71.2, +0.40, 26851, Civilization V, No
September 2020, 17578.1, -781.9, -4.26, 26250, Civilization V, No
August 2020, 18360.0, +122.0, +0.67, 26788, Civilization V, No
July 2020, 18238.0, -1569.8, -7.93, 26766, Civilization V, No
June 2020, 19807.8, -4790.6, -19.48, 31355, Civilization V, No
May 2020, 24598.4, -4668.2, -15.95, 38861, Civilization V, No
April 2020, 29266.5, +3245.7, +12.47, 48881, Civilization V, No
March 2020, 26020.9, +5651.6, +27.75, 51448, Civilization V, No
February 2020, 20369.3, -272.8, -1.32, 32225, Civilization V, No
January 2020, 20642.0, +327.7, +1.61, 32681, Civilization V, No
December 2019, 20314.3, +437.8, +2.20, 31810, Civilization V, No
November 2019, 19876.5, +439.3, +2.26, 30669, Civilization V, No
October 2019, 19437.2, +210.5, +1.09, 30986, Civilization V, No
September 2019, 19226.7, -695.2, -3.49, 30234, Civilization V, No
August 2019, 19921.9, +98.4, +0.50, 30817, Civilization V, No
July 2019, 19823.5, -509.2, -2.50, 30404, Civilization V, No
June 2019, 20332.8, -626.7, -2.99, 31057, Civilization V, No
May 2019, 20959.5, -151.5, -0.72, 34109, Civilization V, No
April 2019, 21111.0, -2034.7, -8.79, 34050, Civilization V, No
March 2019, 23145.7, -847.7, -3.53, 39067, Civilization V, No
February 2019, 23993.4, -759.7, -3.07, 39474, Civilization V, No
January 2019, 24753.1, -1246.3, -4.79, 39943, Civilization V, No
December 2018, 25999.3, +1157.6, +4.66, 40420, Civilization V, No
November 2018, 24841.7, +2082.4, +9.15, 40849, Civilization V, No
October 2018, 22759.3, -337.0, -1.46, 37020, Civilization V, No
September 2018, 23096.3, -200.2, -0.86, 37802, Civilization V, No
August 2018, 23296.5, -1934.2, -7.67, 36625, Civilization V, No
July 2018, 25230.8, +1625.5, +6.89, 38489, Civilization V, No
June 2018, 23605.3, +326.4, +1.40, 38205, Civilization V, No
May 2018, 23278.9, -1025.4, -4.22, 37341, Civilization V, No
April 2018, 24304.3, -1641.3, -6.33, 41942, Civilization V, No
March 2018, 25945.7, -725.7, -2.72, 44139, Civilization V, No
February 2018, 26671.4, -1698.5, -5.99, 44824, Civilization V, No
January 2018, 28369.9, -98.7, -0.35, 50503, Civilization V, No
December 2017, 28468.6, +1786.6, +6.70, 48964, Civilization V, No
November 2017, 26682.0, +1931.9, +7.81, 47074, Civilization V, No
October 2017, 24750.1, -16.2, -0.07, 42065, Civilization V, No
September 2017, 24766.3, -1404.0, -5.36, 40656, Civilization V, No
August 2017, 26170.3, -1576.0, -5.68, 41594, Civilization V, No
July 2017, 27746.3, +2076.5, +8.09, 44623, Civilization V, No
June 2017, 25669.8, +1233.0, +5.05, 44145, Civilization V, No
May 2017, 24436.8, -1232.8, -4.80, 40425, Civilization V, No
April 2017, 25669.6, -528.8, -2.02, 41840, Civilization V, No
March 2017, 26198.4, -503.2, -1.88, 48783, Civilization V, No
February 2017, 26701.7, -2996.0, -10.09, 46403, Civilization V, No
January 2017, 29697.7, +341.1, +1.16, 54215, Civilization V, No
December 2016, 29356.6, -972.2, -3.21, 48348, Civilization V, No
November 2016, 30328.8, -9428.3, -23.71, 52910, Civilization V, No
October 2016, 39757.0, +2911.2, +7.90, 72026, Civilization V, No
September 2016, 36845.9, -1510.0, -3.94, 67413, Civilization V, No
August 2016, 38355.8, -4970.7, -11.47, 62143, Civilization V, No
July 2016, 43326.5, +4802.0, +12.46, 73683, Civilization V, No
June 2016, 38524.5, -2447.2, -5.97, 70936, Civilization V, No
May 2016, 40971.7, +6916.4, +20.31, 87959, Civilization V, No
April 2016, 34055.3, -2946.7, -7.96, 59108, Civilization V, No
March 2016, 37002.0, -5422.0, -12.78, 65453, Civilization V, No
February 2016, 42424.0, -182.8, -0.43, 74716, Civilization V, No
January 2016, 42606.8, +4264.8, +11.12, 78252, Civilization V, No
December 2015, 38341.9, +7359.1, +23.75, 69206, Civilization V, No
November 2015, 30982.9, +330.6, +1.08, 58683, Civilization V, No
October 2015, 30652.2, +580.4, +1.93, 53106, Civilization V, No
September 2015, 30071.8, -4429.1, -12.84, 52194, Civilization V, No
August 2015, 34500.9, +3438.3, +11.07, 60338, Civilization V, No
July 2015, 31062.6, -129.3, -0.41, 51898, Civilization V, No
June 2015, 31191.9, +434.1, +1.41, 53711, Civilization V, No
May 2015, 30757.8, +231.3, +0.76, 52490, Civilization V, No
April 2015, 30526.4, -4403.1, -12.61, 55583, Civilization V, No
March 2015, 34929.6, +1964.5, +5.96, 67160, Civilization V, No
February 2015, 32965.1, -1841.8, -5.29, 59719, Civilization V, No
January 2015, 34806.9, +3171.1, +10.02, 62502, Civilization V, No
December 2014, 31635.8, +2336.0, +7.97, 58038, Civilization V, No
November 2014, 29299.8, -2253.5, -7.14, 55229, Civilization V, No
October 2014, 31553.3, -2490.1, -7.31, 55493, Civilization V, No
September 2014, 34043.3, -5007.1, -12.82, 66292, Civilization V, No
August 2014, 39050.4, +1562.5, +4.17, 80375, Civilization V, No
July 2014, 37487.9, +1631.0, +4.55, 65738, Civilization V, No
June 2014, 35856.9, +4338.2, +13.76, 71677, Civilization V, No
May 2014, 31518.7, -750.7, -2.33, 56011, Civilization V, No
April 2014, 32269.4, -2227.9, -6.46, 57627, Civilization V, No
March 2014, 34497.2, -3888.5, -10.13, 64115, Civilization V, No
February 2014, 38385.7, -357.1, -0.92, 72416, Civilization V, No
January 2014, 38742.8, +1039.9, +2.76, 77825, Civilization V, No
December 2013, 37703.0, +8543.2, +29.30, 70367, Civilization V, No
November 2013, 29159.7, -2952.4, -9.19, 54473, Civilization V, No
October 2013, 32112.2, +2470.7, +8.34, 63023, Civilization V, No
September 2013, 29641.5, -5001.5, -14.44, 58003, Civilization V, No
August 2013, 34643.0, -6519.4, -15.84, 64123, Civilization V, No
July 2013, 41162.4, +14572.8, +54.81, 91020, Civilization V, No
June 2013, 26589.6, +5644.4, +26.95, 67729, Civilization V, No
May 2013, 20945.3, -490.9, -2.29, 36679, Civilization V, No
April 2013, 21436.1, -2749.2, -11.37, 39478, Civilization V, No
March 2013, 24185.3, +44.2, +0.18, 43780, Civilization V, No
February 2013, 24141.1, -4978.8, -17.10, 44966, Civilization V, No
January 2013, 29119.9, +3664.6, +14.40, 58386, Civilization V, No
December 2012, 25455.4, +5050.6, +24.75, 50891, Civilization V, No
November 2012, 20404.8, +1375.5, +7.23, 39677, Civilization V, No
October 2012, 19029.3, -531.8, -2.72, 35714, Civilization V, No
September 2012, 19561.1, -2724.0, -12.22, 34696, Civilization V, No
August 2012, 22285.1, -5163.3, -18.81, 39110, Civilization V, No
July 2012, 27448.5, -, , 50756, Civilization V, No
March 2024, 758.1, +75.2, +11.01, 1476, XCOM: Enemy Unknown, No
February 2024, 682.9, -100.0, -12.77, 1490, XCOM: Enemy Unknown, No
January 2024, 782.9, +175.7, +28.93, 1412, XCOM: Enemy Unknown, No
December 2023, 607.2, +60.0, +10.97, 1134, XCOM: Enemy Unknown, No
November 2023, 547.2, +34.8, +6.78, 1046, XCOM: Enemy Unknown, No
October 2023, 512.4, -66.5, -11.49, 912, XCOM: Enemy Unknown, No
September 2023, 578.9, -32.5, -5.31, 1063, XCOM: Enemy Unknown, No
August 2023, 611.4, -116.3, -15.99, 1030, XCOM: Enemy Unknown, No
July 2023, 727.7, +64.2, +9.67, 1181, XCOM: Enemy Unknown, No
June 2023, 663.6, -30.6, -4.40, 1261, XCOM: Enemy Unknown, No
May 2023, 694.1, +34.4, +5.21, 1191, XCOM: Enemy Unknown, No
April 2023, 659.8, -73.2, -9.98, 1139, XCOM: Enemy Unknown, No
March 2023, 732.9, -40.4, -5.23, 1317, XCOM: Enemy Unknown, No
February 2023, 773.4, -7.3, -0.94, 1563, XCOM: Enemy Unknown, No
January 2023, 780.7, -24.6, -3.05, 1387, XCOM: Enemy Unknown, No
December 2022, 805.3, +63.3, +8.54, 1285, XCOM: Enemy Unknown, No
November 2022, 741.9, -32.0, -4.14, 1329, XCOM: Enemy Unknown, No
October 2022, 774.0, +45.9, +6.31, 1463, XCOM: Enemy Unknown, No
September 2022, 728.1, +59.8, +8.95, 1324, XCOM: Enemy Unknown, No
August 2022, 668.3, -37.9, -5.37, 1147, XCOM: Enemy Unknown, No
July 2022, 706.2, +38.2, +5.71, 1151, XCOM: Enemy Unknown, No
June 2022, 668.0, -133.8, -16.69, 1147, XCOM: Enemy Unknown, No
May 2022, 801.8, +38.9, +5.10, 1439, XCOM: Enemy Unknown, No
April 2022, 763.0, -93.6, -10.93, 1321, XCOM: Enemy Unknown, No
March 2022, 856.6, -154.9, -15.32, 1485, XCOM: Enemy Unknown, No
February 2022, 1011.5, +160.9, +18.92, 1837, XCOM: Enemy Unknown, No
January 2022, 850.6, +12.5, +1.49, 1545, XCOM: Enemy Unknown, No
December 2021, 838.0, +153.3, +22.40, 1360, XCOM: Enemy Unknown, No
November 2021, 684.7, -45.0, -6.16, 1224, XCOM: Enemy Unknown, No
October 2021, 729.7, +11.5, +1.60, 1294, XCOM: Enemy Unknown, No
September 2021, 718.2, -193.8, -21.25, 1218, XCOM: Enemy Unknown, No
August 2021, 912.0, +208.3, +29.60, 1795, XCOM: Enemy Unknown, No
July 2021, 703.7, -45.5, -6.07, 1163, XCOM: Enemy Unknown, No
June 2021, 749.2, +102.6, +15.86, 1430, XCOM: Enemy Unknown, No
May 2021, 646.6, -129.0, -16.63, 1142, XCOM: Enemy Unknown, No
April 2021, 775.6, -204.4, -20.85, 1351, XCOM: Enemy Unknown, No
March 2021, 980.0, -44.5, -4.35, 1834, XCOM: Enemy Unknown, No
February 2021, 1024.5, +202.2, +24.58, 1973, XCOM: Enemy Unknown, No
January 2021, 822.3, +12.2, +1.51, 1430, XCOM: Enemy Unknown, No
December 2020, 810.1, +22.8, +2.89, 1329, XCOM: Enemy Unknown, No
November 2020, 787.4, +84.4, +12.00, 1344, XCOM: Enemy Unknown, No
October 2020, 703.0, -92.3, -11.61, 1192, XCOM: Enemy Unknown, No
September 2020, 795.3, +78.9, +11.02, 1383, XCOM: Enemy Unknown, No
August 2020, 716.3, -78.8, -9.90, 1335, XCOM: Enemy Unknown, No
July 2020, 795.1, -68.4, -7.92, 1393, XCOM: Enemy Unknown, No
June 2020, 863.5, -846.0, -49.49, 1488, XCOM: Enemy Unknown, No
May 2020, 1709.4, +264.0, +18.26, 3955, XCOM: Enemy Unknown, No
April 2020, 1445.4, +373.4, +34.83, 3533, XCOM: Enemy Unknown, No
March 2020, 1072.1, +215.8, +25.21, 2133, XCOM: Enemy Unknown, No
February 2020, 856.2, -30.3, -3.42, 1606, XCOM: Enemy Unknown, No
January 2020, 886.6, -53.1, -5.66, 1715, XCOM: Enemy Unknown, No
December 2019, 939.7, -3.1, -0.33, 1647, XCOM: Enemy Unknown, No
November 2019, 942.8, +221.9, +30.78, 1663, XCOM: Enemy Unknown, No
October 2019, 720.9, -18.2, -2.47, 1319, XCOM: Enemy Unknown, No
September 2019, 739.2, -167.0, -18.43, 1345, XCOM: Enemy Unknown, No
August 2019, 906.2, +23.9, +2.71, 1758, XCOM: Enemy Unknown, No
July 2019, 882.3, -1.8, -0.20, 1680, XCOM: Enemy Unknown, No
June 2019, 884.0, +28.1, +3.28, 1477, XCOM: Enemy Unknown, No
May 2019, 855.9, +81.5, +10.52, 1818, XCOM: Enemy Unknown, No
April 2019, 774.4, -143.3, -15.61, 1422, XCOM: Enemy Unknown, No
March 2019, 917.7, -142.7, -13.45, 1641, XCOM: Enemy Unknown, No
February 2019, 1060.4, +35.3, +3.44, 2196, XCOM: Enemy Unknown, No
January 2019, 1025.1, -55.7, -5.16, 1930, XCOM: Enemy Unknown, No
December 2018, 1080.8, +64.5, +6.35, 1909, XCOM: Enemy Unknown, No
November 2018, 1016.3, +29.4, +2.98, 1913, XCOM: Enemy Unknown, No
October 2018, 986.9, +67.3, +7.32, 1869, XCOM: Enemy Unknown, No
September 2018, 919.5, -87.5, -8.69, 1659, XCOM: Enemy Unknown, No
August 2018, 1007.1, -105.3, -9.46, 1775, XCOM: Enemy Unknown, No
July 2018, 1112.4, +70.3, +6.74, 1903, XCOM: Enemy Unknown, No
June 2018, 1042.1, -25.1, -2.35, 1902, XCOM: Enemy Unknown, No
May 2018, 1067.2, -96.5, -8.29, 1905, XCOM: Enemy Unknown, No
April 2018, 1163.7, -185.0, -13.71, 2315, XCOM: Enemy Unknown, No
March 2018, 1348.7, +123.4, +10.07, 3034, XCOM: Enemy Unknown, No
February 2018, 1225.2, -113.0, -8.44, 2337, XCOM: Enemy Unknown, No
January 2018, 1338.2, +4.3, +0.32, 2602, XCOM: Enemy Unknown, No
December 2017, 1333.9, +37.4, +2.88, 2413, XCOM: Enemy Unknown, No
November 2017, 1296.6, -2.6, -0.20, 2499, XCOM: Enemy Unknown, No
October 2017, 1299.2, -478.9, -26.93, 2625, XCOM: Enemy Unknown, No
September 2017, 1778.0, +361.7, +25.54, 3459, XCOM: Enemy Unknown, No
August 2017, 1416.3, -220.1, -13.45, 2678, XCOM: Enemy Unknown, No
July 2017, 1636.5, +218.4, +15.40, 3000, XCOM: Enemy Unknown, No
June 2017, 1418.1, +287.4, +25.42, 2914, XCOM: Enemy Unknown, No
May 2017, 1130.7, -86.9, -7.13, 2039, XCOM: Enemy Unknown, No
April 2017, 1217.5, -316.9, -20.65, 2310, XCOM: Enemy Unknown, No
March 2017, 1534.5, -139.4, -8.33, 3807, XCOM: Enemy Unknown, No
February 2017, 1673.8, -445.0, -21.00, 3370, XCOM: Enemy Unknown, No
January 2017, 2118.8, +400.0, +23.27, 3955, XCOM: Enemy Unknown, No
December 2016, 1718.8, +250.3, +17.04, 3342, XCOM: Enemy Unknown, No
November 2016, 1468.5, -38.4, -2.55, 3007, XCOM: Enemy Unknown, No
October 2016, 1506.9, +42.0, +2.87, 2731, XCOM: Enemy Unknown, No
September 2016, 1464.9, -349.4, -19.26, 2665, XCOM: Enemy Unknown, No
August 2016, 1814.3, -113.8, -5.90, 3908, XCOM: Enemy Unknown, No
July 2016, 1928.1, +223.0, +13.08, 3864, XCOM: Enemy Unknown, No
June 2016, 1705.1, +55.2, +3.34, 3495, XCOM: Enemy Unknown, No
May 2016, 1649.9, -356.4, -17.77, 3207, XCOM: Enemy Unknown, No
April 2016, 2006.4, -1514.4, -43.01, 4292, XCOM: Enemy Unknown, No
March 2016, 3520.8, -6027.2, -63.13, 7752, XCOM: Enemy Unknown, No
February 2016, 9548.0, +1838.5, +23.85, 22358, XCOM: Enemy Unknown, No
January 2016, 7709.5, +2445.1, +46.44, 18668, XCOM: Enemy Unknown, No
December 2015, 5264.5, +2096.3, +66.17, 11608, XCOM: Enemy Unknown, No
November 2015, 3168.2, -513.4, -13.94, 5921, XCOM: Enemy Unknown, No
October 2015, 3681.5, -2293.8, -38.39, 7583, XCOM: Enemy Unknown, No
September 2015, 5975.4, +2179.3, +57.41, 19807, XCOM: Enemy Unknown, No
August 2015, 3796.1, -461.4, -10.84, 6678, XCOM: Enemy Unknown, No
July 2015, 4257.5, -1998.1, -31.94, 7978, XCOM: Enemy Unknown, No
June 2015, 6255.7, +3432.4, +121.58, 13031, XCOM: Enemy Unknown, No
May 2015, 2823.3, -240.8, -7.86, 5066, XCOM: Enemy Unknown, No
April 2015, 3064.0, -1001.4, -24.63, 5977, XCOM: Enemy Unknown, No
March 2015, 4065.5, +874.9, +27.42, 9488, XCOM: Enemy Unknown, No
February 2015, 3190.6, -831.2, -20.67, 6119, XCOM: Enemy Unknown, No
January 2015, 4021.8, -15.2, -0.38, 8186, XCOM: Enemy Unknown, No
December 2014, 4037.0, +132.6, +3.40, 8718, XCOM: Enemy Unknown, No
November 2014, 3904.4, -1771.2, -31.21, 8937, XCOM: Enemy Unknown, No
October 2014, 5675.6, +1689.6, +42.39, 20973, XCOM: Enemy Unknown, No
September 2014, 3986.0, -1138.2, -22.21, 9581, XCOM: Enemy Unknown, No
August 2014, 5124.1, -41.1, -0.80, 14906, XCOM: Enemy Unknown, No
July 2014, 5165.2, -166.0, -3.11, 9967, XCOM: Enemy Unknown, No
June 2014, 5331.2, +2464.0, +85.94, 15733, XCOM: Enemy Unknown, No
May 2014, 2867.2, +523.5, +22.34, 8958, XCOM: Enemy Unknown, No
April 2014, 2343.7, -590.4, -20.12, 4364, XCOM: Enemy Unknown, No
March 2014, 2934.1, -461.8, -13.60, 6514, XCOM: Enemy Unknown, No
February 2014, 3395.8, -3161.3, -48.21, 7570, XCOM: Enemy Unknown, No
January 2014, 6557.2, -528.0, -7.45, 17258, XCOM: Enemy Unknown, No
December 2013, 7085.1, -1337.6, -15.88, 17584, XCOM: Enemy Unknown, No
November 2013, 8422.7, +3537.4, +72.41, 29132, XCOM: Enemy Unknown, No
October 2013, 4885.3, +2380.1, +95.00, 19135, XCOM: Enemy Unknown, No
September 2013, 2505.2, -975.8, -28.03, 5793, XCOM: Enemy Unknown, No
August 2013, 3481.0, -496.1, -12.47, 6330, XCOM: Enemy Unknown, No
July 2013, 3977.1, +1923.1, +93.62, 12252, XCOM: Enemy Unknown, No
June 2013, 2054.0, -821.2, -28.56, 4707, XCOM: Enemy Unknown, No
May 2013, 2875.3, +287.7, +11.12, 7073, XCOM: Enemy Unknown, No
April 2013, 2587.6, -439.9, -14.53, 5460, XCOM: Enemy Unknown, No
March 2013, 3027.5, +43.0, +1.44, 9228, XCOM: Enemy Unknown, No
February 2013, 2984.5, -1907.1, -38.99, 6311, XCOM: Enemy Unknown, No
January 2013, 4891.6, -319.8, -6.14, 11665, XCOM: Enemy Unknown, No
December 2012, 5211.4, -2442.5, -31.91, 12572, XCOM: Enemy Unknown, No
November 2012, 7653.9, -12699.2, -62.39, 18995, XCOM: Enemy Unknown, No
October 2012, 20353.2, -, , 70560, XCOM: Enemy Unknown, No
March 2024, 383.9, +20.0, +5.49, 632, Civilization: Beyond Earth, No
February 2024, 363.9, -9.9, -2.66, 612, Civilization: Beyond Earth, No
January 2024, 373.9, +7.7, +2.10, 651, Civilization: Beyond Earth, No
December 2023, 366.2, -1.5, -0.41, 579, Civilization: Beyond Earth, No
November 2023, 367.7, +11.6, +3.25, 610, Civilization: Beyond Earth, No
October 2023, 356.1, +0.2, +0.06, 567, Civilization: Beyond Earth, No
September 2023, 355.9, +27.4, +8.32, 574, Civilization: Beyond Earth, No
August 2023, 328.5, -0.6, -0.19, 533, Civilization: Beyond Earth, No
July 2023, 329.1, +6.0, +1.87, 535, Civilization: Beyond Earth, No
June 2023, 323.1, +1.4, +0.44, 522, Civilization: Beyond Earth, No
May 2023, 321.7, -37.2, -10.36, 502, Civilization: Beyond Earth, No
April 2023, 358.9, -33.5, -8.54, 593, Civilization: Beyond Earth, No
March 2023, 392.4, -12.2, -3.02, 649, Civilization: Beyond Earth, No
February 2023, 404.6, -12.4, -2.98, 681, Civilization: Beyond Earth, No
January 2023, 417.0, -14.6, -3.38, 702, Civilization: Beyond Earth, No
December 2022, 431.6, +42.6, +10.95, 698, Civilization: Beyond Earth, No
November 2022, 389.0, -0.3, -0.08, 646, Civilization: Beyond Earth, No
October 2022, 389.3, -23.1, -5.60, 660, Civilization: Beyond Earth, No
September 2022, 412.4, +37.0, +9.87, 780, Civilization: Beyond Earth, No
August 2022, 375.3, -24.5, -6.14, 601, Civilization: Beyond Earth, No
July 2022, 399.9, +34.9, +9.57, 652, Civilization: Beyond Earth, No
June 2022, 364.9, -24.0, -6.17, 598, Civilization: Beyond Earth, No
May 2022, 388.9, -27.3, -6.55, 656, Civilization: Beyond Earth, No
April 2022, 416.2, -17.6, -4.06, 692, Civilization: Beyond Earth, No
March 2022, 433.8, -14.0, -3.13, 751, Civilization: Beyond Earth, No
February 2022, 447.9, -15.5, -3.34, 772, Civilization: Beyond Earth, No
January 2022, 463.3, +28.0, +6.43, 755, Civilization: Beyond Earth, No
December 2021, 435.3, -22.0, -4.80, 706, Civilization: Beyond Earth, No
November 2021, 457.3, +8.0, +1.77, 752, Civilization: Beyond Earth, No
October 2021, 449.3, +53.7, +13.58, 872, Civilization: Beyond Earth, No
September 2021, 395.6, -29.6, -6.96, 642, Civilization: Beyond Earth, No
August 2021, 425.2, -1.9, -0.43, 651, Civilization: Beyond Earth, No
July 2021, 427.0, +41.7, +10.81, 673, Civilization: Beyond Earth, No
June 2021, 385.4, -18.7, -4.63, 712, Civilization: Beyond Earth, No
May 2021, 404.1, -9.1, -2.20, 643, Civilization: Beyond Earth, No
April 2021, 413.2, -6.7, -1.60, 680, Civilization: Beyond Earth, No
March 2021, 419.9, -70.0, -14.29, 704, Civilization: Beyond Earth, No
February 2021, 489.9, -3.3, -0.67, 870, Civilization: Beyond Earth, No
